Database,SS,YYYY,cas_id,dist_1,Forest_Type,dist_YYYY,YearsAgo,YearsAgo_Range,dist_ext_upper_1
BU,BU-0030-037,2017,AB_0014-xxxxxxxxxxALPAC-xT070R13M4-0701340340-0001366,CO,decid,1994,23,20_25,95-100
BU,BU-0031-048,2017,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701249938-0000799,CO,,2003,14,10_15,95-100
BU,BU-0032-001,2017,AB_0014-xxxxxxxxxxALPAC-xT071R12M4-0711241100-0000540,CO,decid,1995,22,20_25,95-100
BU,BU-0032-003,2017,AB_0014-xxxxxxxxxxALPAC-xT071R12M4-0711246011-0000538,CO,decid,1996,21,20_25,95-100
BU,BU-0032-007,2017,AB_0014-xxxxxxxxxxALPAC-xT071R12M4-0711246029-0000739,CO,decid,1995,22,20_25,75-95
BU,CL-CC-1-1,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-2,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-3,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-4,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-5,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-6,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-7,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-1-8,2014,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722441288-0000316,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-1,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-2,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-3,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-4,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-5,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-6,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-7,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-CC-2-8,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340802-0000351,CO,decid,1994,20,15_20,95-100
BU,CL-IB-1-B8,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722341255-0000121,CO,decid,1994,20,15_20,95-100
BU,CL-IB-1-B9,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722341251-0000071,CO,decid,1994,20,15_20,95-100
BU,CONI-05-08,2016,AB_0014-xxxxxxxxxxALPAC-xT098R10M4-0981040337-0000611,CO,,1998,18,15_20,95-100
BU,CR-1-001-012,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340483-0000922,CO,decid,1994,20,15_20,95-100
BU,CR-1-001-013,2014,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722340488-0001008,CO,decid,1994,20,15_20,95-100
BU,EP-021-RI1,2012,AB_0014-xxxxxxxxxxALPAC-xT083R06M4-0830640853-0001070,CO,decid,1996,16,15_20,75-95
BU,OG-27-091-D,2015,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712240389-0000634,CO,decid,1972,43,,0-25
BU,OG-27-091-D,2016,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712240389-0000634,CO,decid,1972,44,,0-25
BU,OG-27-091-E,2015,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712240389-0000634,CO,decid,1972,43,,0-25
BU,OG-27-091-E,2016,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712240389-0000634,CO,decid,1972,44,,0-25
BU,OG-33-118-E,2015,AB_0014-xxxxxxxxxxALPAC-xT076R23M4-0762340741-0000513,CO,conif,1970,45,,75-95
BU,OG-33-118-E,2016,AB_0014-xxxxxxxxxxALPAC-xT076R23M4-0762340741-0000513,CO,conif,1970,46,,75-95
BU,OSFL-AB-06-5,2017,AB_0014-xxxxxxxxxxALPAC-xT098R09M4-0980940135-0000498,CO,,1998,19,15_20,95-100
BU,OW-10-31-NW,2013,AB_0014-xxxxxxxxxxALPAC-xT079R05M4-0790546878-0001633,CO,decid,1999,14,10_15,95-100
BU,OW-10-31-NW,2014,AB_0014-xxxxxxxxxxALPAC-xT079R05M4-0790546878-0001633,CO,decid,1999,15,10_15,95-100
BU,OW-10-31-NW,2015,AB_0014-xxxxxxxxxxALPAC-xT079R05M4-0790546878-0001633,CO,decid,1999,16,15_20,95-100
BU,OW-14-41-NE,2013,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780849484-0001089,CO,decid,1998,15,10_15,75-95
BU,OW-14-41-NE,2014,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780849484-0001089,CO,decid,1998,16,15_20,75-95
BU,OW-14-41-NE,2015,AB_0014-xxxxxxxxxxALPAC-xT078R08M4-0780849484-0001089,CO,decid,1998,17,15_20,75-95
BU,OW-14-43-C2,2013,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770948841-0000208,CO,,1995,18,15_20,95-100
BU,OW-14-43-C2,2014,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770948841-0000208,CO,,1995,19,15_20,95-100
BU,OW-14-43-C2,2015,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770948841-0000208,CO,,1995,20,15_20,95-100
BU,OW-14-43-MW,2015,AB_0014-xxxxxxxxxxALPAC-xT077R09M4-0770941806-0000225,CO,,1995,20,15_20,95-100
BU,OW-21-68-NE,2013,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640327-0001147,CO,decid,1994,19,15_20,75-95
BU,OW-21-68-SW,2013,AB_0014-xxxxxxxxxxALPAC-xT084R06M4-0840640205-0001430,CO,decid,1994,19,15_20,95-100
BU,OW-28-82-CT,2014,AB_0014-xxxxxxxxxxALPAC-xT080R06M4-0800640097-0001304,CO,decid,1994,20,15_20,75-95
BU,OW-28-82-NW,2014,AB_0014-xxxxxxxxxxALPAC-xT080R06M4-0800640436-0001104,CO,decid,1995,19,15_20,95-100
BU,OW-30-87-SE,2014,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049088-0001336,CO,,1999,15,10_15,95-100
BU,RD-003-05-300,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246093-0000688,CO,decid,1995,20,15_20,95-100
BU,RS-0002-SE,2016,AB_0014-xxxxxxxxxxALPAC-xT098R09M4-0980940135-0000498,CO,,1998,18,15_20,95-100
BU,RS-0002-SW,2016,AB_0014-xxxxxxxxxxALPAC-xT098R09M4-0980940135-0000498,CO,,1998,18,15_20,95-100
BU,SBCN-02-A3,2017,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711041656-0000259,CO,conif,1995,22,20_25,95-100
BU,SBCN-02-A4,2017,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711041656-0000259,CO,conif,1995,22,20_25,95-100
BU,SBCN-02-B2,2017,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711041656-0000259,CO,conif,1995,22,20_25,95-100
BU,SBCN-02-B3,2017,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711041656-0000259,CO,conif,1995,22,20_25,95-100
BU,SBCN-02-B4,2017,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711041656-0000259,CO,conif,1995,22,20_25,95-100
BU,SBT-01-11-7,2014,AB_0003-xxxxxxxBLUERIDG-xxxxx63135-0631350171-0024753,CO,,1992,22,20_25,95-100
BU,SBT-01-11-8,2014,AB_0003-xxxxxxxBLUERIDG-xxxxx63135-0631350171-0024753,CO,,1992,22,20_25,95-100
BU,SBT-03-16-01,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691349659-0001333,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-02,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691349659-0001333,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-05,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691349659-0001333,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-08,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691349659-0001333,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-12,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691349659-0001333,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-20,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691340659-0001362,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-21,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691340659-0001362,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-24,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691340659-0001362,CO,decid,1994,21,20_25,95-100
BU,SBT-03-16-25,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691340659-0001362,CO,decid,1994,21,20_25,95-100
BU,SBT-03-18-01,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-02,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-03,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-06,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-11,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-16,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-21,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-26,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-27,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-31,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-32,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-36,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-37,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-41,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-42,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-46,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-47,2016,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,22,20_25,75-95
BU,SBT-03-18-CT,2015,AB_0014-xxxxxxxxxxALPAC-xT069R13M4-0691341413-0000481,CO,decid,1994,21,20_25,75-95
BU,SBT-03-30-02,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-30-03,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-30-04,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-30-07,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-30-11,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-30-14,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140474-0000890,CO,decid,1995,20,15_20,95-100
BU,SBT-03-42-01,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246010-0000276,CO,decid,1995,20,15_20,95-100
BU,SBT-03-49-16,2016,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701240768-0000970,CO,decid,1995,21,20_25,75-95
BU,SBT-03-49-21,2016,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701240768-0000970,CO,decid,1995,21,20_25,75-95
BU,SBT-03-52-04,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-52-11,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-52-18,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-52-23,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-52-24,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-52-25,2015,AB_0014-xxxxxxxxxxALPAC-xT070R12M4-0701246149-0000910,CO,decid_mixed,1995,20,15_20,75-95
BU,SBT-03-53-14,2015,AB_0014-xxxxxxxxxxALPAC-xT069R11M4-0691140122-0001084,CO,decid,1987,28,25_30,95-100
BU,SBT-03-53-18,2015,AB_0014-xxxxxxxxxxALPAC-xT069R11M4-0691140122-0001084,CO,decid,1987,28,25_30,95-100
BU,SBT-03-53-21,2015,AB_0014-xxxxxxxxxxALPAC-xT069R11M4-0691140122-0001084,CO,decid,1987,28,25_30,95-100
BU,SBT-03-53-23,2015,AB_0014-xxxxxxxxxxALPAC-xT069R11M4-0691140122-0001084,CO,decid,1987,28,25_30,95-100
BU,SBT-03-53-25,2015,AB_0014-xxxxxxxxxxALPAC-xT069R11M4-0691140122-0001084,CO,decid,1987,28,25_30,95-100
BU,SBT-06-79-27,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-28,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-29,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-30,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-32,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-33,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-34,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-35,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-38,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-39,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-40,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-43,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-44,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-45,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-48,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-49,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,SBT-06-79-50,2016,AB_0010-xxxxxxxxWEYERSL-xxxxx74055-0740550603-0045173,CO,decid,1980,36,35_40,95-100
BU,UP-01-001-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049308-0001446,CO,,2005,10,5_10,95-100
BU,UP-01-001-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049308-0001446,CO,,2005,11,10_15,95-100
BU,UP-01-001-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049324-0001437,CO,decid,2005,10,5_10,50-75
BU,UP-01-001-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049324-0001437,CO,decid,2005,11,10_15,50-75
BU,UP-01-002-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049269-0001149,CO,,2005,10,5_10,95-100
BU,UP-01-002-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049273-0001243,CO,decid,2005,10,5_10,50-75
BU,UP-01-003-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049821-0001115,CO,,2005,10,5_10,95-100
BU,UP-01-003-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R11M4-0681149689-0001129,CO,decid,2005,10,5_10,25-50
BU,UP-01-004-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049628-0000953,CO,decid,2005,10,5_10,75-95
BU,UP-01-004-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049658-0001122,CO,decid,2005,10,5_10,50-75
BU,UP-01-005-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681049653-0001038,CO,decid,2005,10,5_10,50-75
BU,UP-01-006-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681048019-0000764,CO,decid,2005,10,5_10,25-50
BU,UP-01-007-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681048692-0000276,CO,,2004,11,10_15,95-100
BU,UP-01-007-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681041655-0000321,CO,decid,2004,11,10_15,75-95
BU,UP-01-008-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681041659-0000244,CO,decid,2004,11,10_15,75-95
BU,UP-01-008-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT068R10M4-0681041659-0000244,CO,decid,2004,12,10_15,75-95
BU,UP-02-013-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701148433-0000074,CO,decid,2005,10,5_10,50-75
BU,UP-02-014-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049301-0001403,CO,decid,2005,10,5_10,25-50
BU,UP-02-015-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049303-0001472,CO,,2005,10,5_10,95-100
BU,UP-02-015-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049297-0001510,CO,decid_mixed,2005,10,5_10,25-50
BU,UP-02-016-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149819-0000934,CO,decid,2005,10,5_10,75-95
BU,UP-02-016-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149819-0000934,CO,decid,2005,11,10_15,75-95
BU,UP-02-016-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149397-0000940,CO,decid,2005,10,5_10,50-75
BU,UP-02-016-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149397-0000940,CO,decid,2005,11,10_15,50-75
BU,UP-02-017-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140798-0000691,CO,,1995,20,15_20,95-100
BU,UP-02-017-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140798-0000691,CO,,1995,21,20_25,95-100
BU,UP-02-017-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149815-0000734,CO,,2005,10,5_10,95-100
BU,UP-02-017-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149815-0000734,CO,,2005,11,10_15,95-100
BU,UP-02-034-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140834-0000730,CO,,1995,21,20_25,95-100
BU,UP-02-095-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT069R12M4-0691248889-0000450,CO,decid,1994,22,20_25,95-100
BU,UP-02-097-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701140080-0001492,CO,,1995,21,20_25,95-100
BU,UP-02-097-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT070R11M4-0701149256-0001431,CO,decid,2005,11,10_15,50-75
BU,UP-02-100-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT071R10M4-0711049296-0001465,CO,decid,2005,11,10_15,25-50
BU,UP-05-118-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT078R07M4-0780746091-0000406,CO,decid,1998,18,15_20,75-95
BU,UP-08-044-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448371-0000603,CO,,2005,10,5_10,95-100
BU,UP-08-044-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448350-0000590,CO,decid,2006,9,5_10,25-50
BU,UP-08-045-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448142-0000813,CO,,2005,10,5_10,95-100
BU,UP-08-045-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448142-0000813,CO,,2005,10,5_10,95-100
BU,UP-08-047-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448190-0001012,CO,,2005,10,5_10,95-100
BU,UP-08-047-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448192-0001021,CO,decid,2005,10,5_10,50-75
BU,UP-08-048-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722449717-0001134,CO,decid,2005,10,5_10,25-50
BU,UP-08-049-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722449711-0001004,CO,decid,2006,9,5_10,25-50
BU,UP-08-050-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R23M4-0722349918-0000542,CO,decid,2005,10,5_10,50-75
BU,UP-08-051-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249003-0000032,CO,decid,2005,10,5_10,50-75
BU,UP-08-052-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT071R22M4-0712249030-0000027,CO,decid,2005,10,5_10,50-75
BU,UP-08-053-OG,2015,AB_0014-xxxxxxxxxxALPAC-xT071R23M4-0712346157-0000175,CO,decid,1999,16,15_20,95-100
BU,UP-08-053-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT071R23M4-0712349157-0000164,CO,decid,2005,10,5_10,75-95
BU,UP-08-054-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448447-0000300,CO,,2006,9,5_10,95-100
BU,UP-08-054-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT072R24M4-0722448863-0000295,CO,decid,2006,9,5_10,50-75
BU,UP-09-042-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249249-0000620,CO,decid,2001,15,10_15,25-50
BU,UP-09-042-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249255-0000682,CO,decid,2004,12,10_15,25-50
BU,UP-09-046-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732240264-0000627,CO,decid_mixed,2001,15,10_15,75-95
BU,UP-09-046-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249260-0000730,CO,decid,2004,12,10_15,50-75
BU,UP-09-058-CC,2015,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732240257-0000625,CO,decid,2001,14,10_15,75-95
BU,UP-09-058-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732240257-0000625,CO,decid,2001,15,10_15,75-95
BU,UP-09-058-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249234-0000661,CO,decid,2002,13,10_15,50-75
BU,UP-09-058-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249234-0000661,CO,decid,2002,14,10_15,50-75
BU,UP-09-059-UP,2015,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249721-0000125,CO,decid,2002,13,10_15,50-75
BU,UP-09-059-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249721-0000125,CO,decid,2002,14,10_15,50-75
BU,UP-09-065-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249568-0000332,CO,decid,2001,15,10_15,25-50
BU,UP-09-075-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249736-0000025,CO,,2002,14,10_15,95-100
BU,UP-09-075-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249750-0000055,CO,decid,2004,12,10_15,25-50
BU,UP-09-076-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249768-0000096,CO,decid,2004,12,10_15,75-95
BU,UP-09-076-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249768-0000096,CO,decid,2004,12,10_15,75-95
BU,UP-09-077-CC,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249783-0000098,CO,,2001,15,10_15,95-100
BU,UP-09-077-UP,2016,AB_0014-xxxxxxxxxxALPAC-xT073R22M4-0732249782-0000046,CO,decid,2004,12,10_15,25-50
BU,UP-10-068-OG,2015,AB_0014-xxxxxxxxxxALPAC-xT075R20M4-0752040180-0001581,CO,decid,1966,49,,0-25
BU,UP-10-068-OG,2016,AB_0014-xxxxxxxxxxALPAC-xT075R20M4-0752040180-0001581,CO,decid,1966,50,,0-25
